Row,CPUUtilization_Average,NetworkIn_Average,NetworkOut_Average,MemoryUtilization_Average,Final_Target
2158,66,292488685,272412849,73.11456232,66.5523836
2159,62,264403424,249615698,70.71803557,63.53410558
2160,59,238318852,227428619,67.10386671,60.24517851
2161,57,219577132,210179261,62.38654012,56.99824665
2162,56,210149078,199515105,57.30853638,54.26584772
2163,57,210203182,195926383,53.21171802,52.76545577
2164,60,219380369,199865205,51.4002027,53.1406861
2165,64,236449134,211276054,52.28449887,55.42090727
2166,68,258961121,229041218,55.01267365,58.76091694
2167,72,284620811,251935397,57.99346749,61.83072554
2168,74,313095497,279992940,59.96158612,63.65050633
2169,74,345299529,313689763,60.70037095,64.15752255
2170,73,379729563,350652311,60.82174397,63.96486323
2171,72,409619513,383359859,60.90020497,63.56885396
2172,71,425187759,401681519,60.83991025,62.82960718
2173,68,420323430,399484361,60.02566312,61.21890087
2174,64,397644855,379479144,58.00028419,58.49364907
2175,60,366823287,351398210,54.99222617,55.08441625
2176,57,338176060,325475547,51.89063356,51.91911392
2177,55,318193158,307842081,49.79085952,49.98634986
2178,55,309954214,300934287,49.47733168,49.99707702
2179,58,314855429,305483369,51.10183018,52.18053899
2180,63,331787645,320108982,54.13673113,56.1410589
2181,70,355232985,339700678,57.59406481,60.87237909
2182,76,376255763,356401375,60.41315524,65.04434021
2183,80,386938261,363741505,61.82049857,67.45058583
2184,80,384800854,360498778,61.51903959,67.40176877
2185,77,373795750,351030356,59.75210512,64.97471008
2186,71,361303404,341914643,57.32669493,61.08331189
2187,64,353136868,337295543,55.50097289,57.24862393
2188,60,349764087,336017703,55.57011153,55.01644524
2189,57,346457396,332613783,58.22868685,55.26842613
2190,58,337504941,321701580,63.08144326,57.83425219
2191,60,321321187,302650721,68.66568674,61.6155388
2192,63,302312174,280862383,73.02926271,65.09791476
2193,66,287931703,264499762,74.54667937,66.94775961
2194,67,283100383,258857770,72.53580005,66.4224967
2195,66,285988347,262183274,67.44136419,63.49562644
2196,63,288384125,266066242,60.65077833,58.78802455
2197,58,281133696,260920501,54.09580064,53.4356005
2198,53,261388860,243326121,49.69301351,48.87878568
2199,49,236237992,219767728,48.68055807,46.46691337
2200,47,219560668,203578059,51.10062355,46.93850317
2201,49,224276545,207304040,55.76978248,50.08592896
2202,54,255330309,235882946,60.82431109,54.8634542
2203,61,307152575,284268895,64.50485237,59.84010665
2204,68,365772570,339471578,65.70282825,63.6627006
2205,73,413815372,385159663,64.09841256,65.3478464
2206,75,436462304,407131862,60.11193457,64.48829647
2207,74,426505421,398143666,54.9051594,61.44922532
2208,70,386601002,360334954,50.32996607,57.40348172
2209,65,327563708,303908513,48.49598109,53.98012048
2210,59,263318893,242379117,50.86290151,52.53945461
2211,55,205117317,186853651,57.29604488,53.44305066
2212,51,158300585,142675655,65.80750253,55.82310301
2213,48,123158082,110099068,73.33462546,58.06759608
2214,46,98180854,87428623,77.12072788,58.68512366
2215,43,82366576,73380304,75.79811172,56.90990523
2216,41,75124379,67184735,69.58549941,52.71684589
2217,38,75609567,68066263,59.76628515,46.53093284
2218,34,83750800,76157549,48.07279473,39.12576261
2219,30,101970459,93906760,36.38670546,31.76448843
2220,28,134002059,124706912,26.59743198,26.10988473
2221,29,179687516,167891988,20.23289597,23.54852473
2222,33,230229855,214475877,17.90442998,24.30986231
2223,38,269950107,249308650,19.13083114,27.24304162
2224,41,284896296,259670649,22.88911908,30.63101034
2225,41,271624649,243549523,28.39835998,33.40371054
2226,39,239193604,210857947,35.30038342,35.71120001
2227,37,203621008,177315817,43.12803833,38.46483168
2228,38,179406605,156088804,50.8340436,42.36600222
2229,42,173073596,152172892,57.04134639,47.21550558
2230,48,181460564,161630285,60.78719734,51.92258598
2231,53,195340712,175472184,62.03764667,55.14288339
2232,56,206338105,186008816,61.60788227,56.14427124
2233,55,212429194,191586990,60.67210205,55.32776786
2234,53,217753113,196168944,60.16520898,53.9456615
2235,51,227139953,204266762,60.27957442,53.11283269
2236,50,240458440,215815649,60.32803508,52.88134145
2237,50,251654917,225326910,59.24241224,52.22488732
2238,48,252859343,225643977,56.5135383,49.99845309
2239,43,240074223,213171110,52.81827974,46.02427858
2240,37,216524556,191015559,49.71199595,41.37124732
2241,30,191615195,168097550,48.59418793,37.67596859
2242,26,176105852,154676477,49.76933707,36.13081422
2243,25,176789826,157276244,52.23806685,36.87586173
2244,27,194579530,176717662,54.26415432,39.11469032
2245,33,226677589,210074009,54.3547239,41.7710331
2246,40,269231941,253281298,52.11053069,44.16685463
2247,48,317012123,301027511,48.3856633,46.20263045
2248,56,361523951,345041261,44.57971093,47.96600723
2249,62,392022255,374980963,41.62419909,49.26682509
2250,64,400515652,383174412,39.57303003,49.65903903
2251,64,386477910,369261673,38.11242598,48.93787776
2252,62,356848913,340364933,37.35089092,47.5640252
2253,60,321858312,307025907,37.99976267,46.55355827
2254,57,290587488,278608875,40.71899297,46.86933207
2255,57,268696810,260723822,45.22379805,48.72048028
2256,57,257896070,254546637,49.99198783,51.25219848
2257,58,256329349,257334123,52.95293636,52.93452274
2258,57,260017577,264143739,52.73043776,52.50600983
2259,55,265127782,270364894,49.47996472,49.81124594
2260,51,269696263,273673666,44.65208272,45.86426
2261,48,273917380,274512145,39.94298955,42.1368704
2262,47,279614420,275548486,36.32231667,39.70138564
2263,47,289348188,280459606,33.7524519,38.77545526
2264,49,304469933,291536807,31.5211907,38.7404408
2265,52,322568873,306898147,28.80397516,38.5173914
2266,53,337207091,320274404,25.19550361,37.22010221
2267,52,341636311,324840104,21.03950352,34.80077117
2268,50,333458371,317885352,17.35954681,32.16596026
2269,49,315651737,301847859,15.34546925,30.56013872
2270,49,293859112,281748165,15.68931003,30.71747916
2271,50,273946704,262962425,18.23114344,32.50993154
2272,52,261756730,251047583,22.15306925,35.27644774
2273,54,262538456,251085519,26.54358813,38.38557543
2274,56,278008663,264696633,30.91029625,41.54072273
2275,58,303582932,287373696,35.33502031,44.75336093
2276,61,329800951,310038608,40.29051576,48.20688938
2277,63,347833139,324569477,46.32509528,52.15792789
2278,65,354611843,328821389,53.736167,56.81495636
2279,68,353715860,327251221,62.24448924,62.12144654
2280,71,352213965,327329348,70.77684731,67.55363227
2281,74,356443689,334913074,77.5961273,72.1472253
2282,76,369144529,351415654,80.89468484,74.82950152
2283,77,388406049,373414809,79.62596328,74.8905443
2284,77,408066929,393933088,74.09230696,72.30669433
2285,76,419700656,404819339,65.88622694,67.72571832
2286,73,416344959,400065640,57.21500849,62.17740088
2287,69,396649221,379131747,50.09748199,56.77529775
2288,64,366644818,348215524,45.92861409,52.59287816
2289,61,337260482,317955390,45.43791602,50.60541034
2290,59,318874532,298536491,48.70246053,51.47354019
2291,61,316459562,295131155,55.02807974,55.17195687
2292,64,327789295,305887468,62.88553631,60.73572668
2293,69,344397330,322506998,70.18516629,66.39473415
2294,72,354086429,332691926,74.92057767,70.13675573
2295,72,345007238,324486512,75.88158341,70.48217934
2296,68,311223477,292006752,73.02826722,67.09881303
2297,60,257063645,239617742,67.3509694,60.92137825
2298,52,196259628,180821668,60.39209951,53.68254343
2299,45,145173836,131538827,53.71236934,47.08528151
2300,40,114473410,102124820,48.44249768,42.06815788
2301,36,104798016,93299425,44.98702478,38.58462102
2302,32,108344081,97647637,43.00381683,35.98159547
2303,28,114284026,104708758,41.7246224,33.63464972
2304,25,114881477,106782385,40.46399607,31.37563566
2305,23,109743481,103061007,39.02801143,29.52766018
2306,22,106019378,99927206,37.80321525,28.67323324
2307,24,113777306,106614623,37.48884775,29.33624397
2308,27,139139787,128732668,38.63258336,31.68764485
2309,33,179905552,164227792,41.24946302,35.36732303
2310,38,226324620,204264994,44.7477424,39.50351857
2311,42,265673537,237561413,48.19521529,42.95653379
2312,43,287506759,255108543,50.77285845,44.74279186
2313,41,287207920,253189059,52.13777327,44.4647788
2314,36,266593306,233777130,52.41659802,42.43614764
2315,30,231787188,202595915,51.80766635,39.34309417
2316,24,190675462,166827802,50.18326507,35.76037979
2317,20,152333859,134595922,47.18615367,32.06617886
2318,17,127427750,115346227,42.82881944,28.81680121
2319,18,125889712,117770379,37.97836751,26.97132945
2320,23,150943422,144362721,34.11441503,27.44177
2321,31,194223028,186961847,32.48332921,30.2979781
2322,39,237960675,228825833,33.42092683,34.51161299
2323,44,264366947,253361158,36.39712982,38.6108647
2324,46,265223430,253008700,40.51118138,41.60167047
2325,46,244166210,231338458,44.75659743,43.21974333
2326,43,211072577,197859326,47.88947812,43.39466346
2327,39,174916148,161402204,48.4787766,41.7652158
2328,34,141105344,127541889,45.62483285,37.9962821
2329,28,113167459,99934796,39.88110719,32.58023968
2330,23,94472741,81753355,33.30908642,27.07180413
2331,20,87418445,74972973,28.27915601,23.25035315
2332,20,91448154,78725859,25.95333821,21.90955063
2333,21,102523279,88952132,25.80558174,22.43256869
2334,22,114848649,100004913,26.52194939,23.52933578
2335,23,123594757,107177169,27.30391327,24.39208826
2336,24,126873640,108704875,28.37656203,25.23188374
2337,26,126140342,106392914,30.47641575,26.88322437
2338,29,125502015,104949202,34.08305223,30.05366831
2339,34,130864058,110653568,39.1340301,34.92901449
2340,41,148836926,129601024,45.18147689,41.23013686
2341,50,184377873,165262170,51.52118459,48.33350487
2342,59,237359700,215898011,57.20142459,55.28976346
2343,67,300524300,273678184,61.22552529,60.98713884
2344,72,361008767,326731698,62.98336445,64.55904267
2345,75,404598749,362976620,62.48464551,65.68735485
2346,75,420173807,373648944,60.15019677,64.5118203
2347,72,403259058,355959427,56.47845947,61.37435924
2348,67,358753294,315160559,51.9692236,56.78861962
2349,61,301378760,264765412,47.22692762,51.60248878
2350,55,251343050,222673204,42.92754551,46.97268794
2351,52,225606787,203488404,39.60536972,43.97440435
2352,53,229731388,211357993,37.52691319,43.12169839
2353,56,256134148,238518624,36.84225579,44.22722919
2354,60,290079533,270864085,37.8795522,46.74221267
2355,64,318872085,296502934,41.27337482,50.29298417
2356,67,337735452,311255419,47.73523622,54.95115387
2357,70,349206491,318013560,57.51341258,60.97959329
2358,73,358188449,321946812,69.79483968,68.22770825
2359,76,367499908,326209346,82.46115163,75.693645
2360,79,377138512,331276822,92.59627419,81.73061886
2361,80,386537349,337192575,97.72154305,84.87722971
2362,81,396332038,345289875,97.07322259,84.70220998
2363,80,407016881,356768373,92.00743778,81.97634507
2364,78,415765322,369302688,85.20526842,78.07781526
2365,76,415779958,375980141,79.24516505,74.1996153
2366,73,400856058,369428817,75.46353476,70.96054752
2367,70,372110965,348532850,73.63655196,68.48043046
2368,67,340072677,321294318,72.42458087,66.56158463
2369,65,318603894,300111341,70.23873996,64.75794025
2370,65,314989883,292924124,66.18005876,62.49056851
2371,64,324802437,297928562,60.66850788,59.39970628
2372,61,336053665,306318381,55.3464638,55.74627826
2373,58,338648929,310046662,52.14466793,52.41898577
2374,53,330690843,307310391,52.04235312,50.37754284
2375,50,316856194,301296415,54.42740339,49.9190477
2376,48,301764278,294507496,57.54114231,50.38435015
2377,46,285327859,284918629,59.61015644,50.56947683
2378,44,264110495,267742917,59.78842474,49.51859416
2379,40,236465146,240729796,58.3365857,47.09267078
2380,36,206065090,207701315,56.13456949,43.9506193
2381,32,180650671,177094135,54.04031694,41.07414504
2382,29,167237974,156827994,52.5216381,39.24048526
2383,29,167518557,149522281,51.61387254,38.7242968
2384,31,176562715,151317567,51.02236049,39.26102634
2385,34,185528015,154699178,50.28435214,40.21482977
2386,36,186475224,152998644,49.04462194,40.89785075
2387,38,176030760,143389500,47.36382546,40.90634878
2388,38,155687605,126784726,45.77123878,40.26274939
2389,37,129505891,105838494,44.9383002,39.29237024
2390,35,102036129,83601727,45.27874515,38.42080691
2391,33,78071362,63798343,46.83798742,38.08631793
2392,31,62877686,51096768,49.36939056,38.67190814
2393,32,60822749,49553431,52.2437662,40.25053683
2394,34,72785805,59954281,54.29646401,42.29224118
2395,37,94919399,78690007,54.18621352,43.80304513
2396,41,120317792,99564015,51.40144428,44.02827519
2397,43,142420235,117169620,47.10011521,43.15842939
2398,45,157793520,129352819,43.81656599,42.34423315
2399,46,166913917,137435937,44.0558757,42.97796304
2400,47,172917767,144515999,48.78520634,45.83320746
2401,49,179086740,153030606,56.79589885,50.61439537
2402,52,186530928,163087477,65.17383381,56.03768897
2403,56,193743437,172713656,70.55574083,60.32703807
2404,59,198347834,179752430,70.64753785,61.97321467
2405,61,199327953,183611191,65.3515602,60.47887931
2406,62,197784874,185368514,56.88836812,56.68442974
2407,61,196153281,186743103,48.77711957,52.43482742
2408,60,197291095,189568332,44.20045251,49.73861985
2409,60,204182810,196240853,44.57686006,49.83672349
2410,61,219488620,209791554,48.97865575,52.60323608
2411,64,244084280,232284415,54.6368882,56.55490183
2412,66,275286121,262319459,58.32407996,59.51363859
2413,67,306679328,294092256,57.96290124,59.65505314
2414,65,330621885,319619296,53.612208,56.4216772
2415,59,342196890,333021756,47.28797529,50.80263255
2416,52,341936078,333835692,41.77986179,44.83575418
2417,46,335324862,326884717,39.23253802,40.6427667
2418,42,329143871,318650301,40.3076774,39.5303225
2419,43,326731319,312523851,44.23109721,41.55707675
2420,46,325236997,306240930,49.43234072,45.64959961
2421,51,316981549,293360947,54.25934864,50.09452155
2422,54,294253432,267702503,57.43044264,53.1497543
2423,54,254319013,227571212,58.17126688,53.55680088
2424,50,201353610,177102159,56.13775908,50.81034776
2425,43,144488922,124413766,51.27468721,45.14661013
2426,34,94063141,78500856,43.80854705,37.38122896
2427,26,58920980,47134141,34.50543594,28.81125075
2428,19,45556625,36210649,24.9592984,21.16542039
2429,16,57397124,48981315,17.33653092,16.25612348
2430,18,92822414,84005236,13.3581749,15.15939737
2431,23,143426871,133338843,13.23726263,17.44971921
2432,29,195585783,183871122,15.64267167,21.3318885
2433,33,235941536,222459973,18.8570369,24.80483925
2434,34,257407446,241769349,22.07600958,26.94552397
2435,33,261339063,242704548,25.65598665,28.21915493
2436,32,254708810,232169770,30.17400069,29.62936669
2437,31,244931662,218358514,35.27945892,31.56805191
2438,30,235945035,206738196,39.44137044,33.38996946
2439,30,227377636,198482360,40.81422239,33.9546064
2440,29,216394831,191371634,38.46394154,32.51218422
2441,28,200445668,182076297,32.98508694,29.17369701
2442,25,178941613,168218470,26.11274552,24.7186118
2443,22,153102989,149139613,19.67012132,20.02574707
2444,18,125202535,125893015,14.62989389,15.62231875
2445,13,99018503,101808777,11.02113363,11.74863764
2446,9,81209255,83459905,8.775823889,8.921886068
2447,8,80916545,79813751,8.687811779,8.412798914
2448,12,105786044,98180418,12.35830767,11.9107883
2449,21,156448695,139127541,20.89639571,20.33775737
2450,35,223985593,194625110,33.48416892,32.7311885
2451,50,292951256,251396909,47.25405736,46.2963238
2452,62,347995090,296974164,58.78369167,57.78721552
2453,71,379502555,324011537,66.00847738,65.17872066
2454,74,385281138,330824583,68.9793466,68.32394996
2455,74,369012464,319777098,68.97631806,68.23042751
2456,71,338011888,296014214,66.96988815,65.8227037
2457,66,301531949,266888774,62.93625407,61.40702959
2458,59,268886166,240602737,56.60619068,55.20843247
2459,52,246610568,223287033,48.72618762,48.18068001
2460,47,235500279,215806420,41.34587228,42.00983092
2461,43,229803936,212816809,36.6696035,38.15097336
2462,41,220504822,205877431,35.54904547,36.84247917
2463,40,201770400,189567387,37.04083176,37.07923486
2464,39,176010232,166221848,39.29178076,37.4934767
2465,37,152730197,144795647,40.77475953,37.23794331
2466,35,141443342,134174702,40.90699741,36.20642553
2467,33,144822327,136800559,39.98731526,34.76887606
2468,31,158323638,148443563,38.90292432,33.54237929
2469,31,176063764,163819965,38.77827145,33.31357905
2470,32,196655192,182048316,40.46091401,34.83158838
2471,36,223456346,206732513,44.02146948,38.39445725
2472,42,259791146,241252073,48.73415127,43.57869025
2473,50,304063970,283958039,53.61740962,49.40541105
2474,57,348540260,326948272,57.9486056,54.7464576
2475,61,381951120,358749045,61.19693888,58.56689556
2476,63,394156926,369234423,62.62023148,59.97173903
2477,61,380836721,354491646,61.30145513,58.39347001
2478,56,345971545,319058665,56.89326141,54.03140821
2479,50,300434926,273942703,50.36967763,48.12191442
2480,45,257188866,231493643,43.87139957,42.55910822
2481,42,225739103,200238554,39.59165632,38.97690748
2482,41,208658028,182240193,38.60288795,37.96536797
2483,41,201600149,173637867,40.51211419,38.97344373
2484,41,196605636,167661667,43.97102673,40.81353318
2485,41,186880492,158568180,47.39351108,42.25475484
2486,39,170249938,144402866,49.39099887,42.36242915
2487,36,149423151,127193846,48.99578587,40.65955562
2488,32,129673236,111104027,45.91671235,37.28266129
2489,28,116121991,100344370,40.76010236,33.05011332
2490,26,112299469,98150339,34.93088016,29.23972607
2491,26,120130405,106762934,30.15159243,27.11896529
2492,30,140336925,127421295,27.87930451,27.52777657
2493,35,172079304,159494234,28.92586021,30.71141435
2494,43,211813584,199154801,33.32923199,36.31264324
2495,50,252911467,239294804,40.34173419,43.37637479
2496,57,287377365,271727708,48.49555071,50.43536352
2497,61,308743209,290347255,55.90450652,55.87030735
2498,62,313903645,292844110,60.91096093,58.52795538
2499,59,303178521,280387369,62.80250987,58.23828286
2500,55,279795903,256697461,62.03058221,55.80653474
2501,50,249422985,227390515,59.66598437,52.42610657
2502,46,218875301,198871275,56.55680243,48.96985923
2503,43,193803061,176413797,52.98128383,45.75078127
2504,41,177040963,162712941,49.03477689,42.87469835
2505,40,168961356,158035762,45.16330852,40.67578784
2506,41,168699020,161112536,42.15202411,39.6564588
2507,43,174271168,169242497,40.5826987,39.96610223
2508,45,181752389,177867397,40.37950097,41.01989917
2509,46,185618809,181366380,40.88369039,41.71015832
2510,45,181297886,175700738,41.29059433,41.03667738
2511,40,168196260,161110130,41.01234434,38.63037626
2512,33,150427413,142357078,39.76925,34.85032248
2513,26,134437357,126070797,37.52450434,30.5318687
2514,21,125755285,117555075,34.44452749,26.65628928
2515,19,127865406,119892049,30.96884087,24.14701755
2516,22,143398597,135298729,27.92222109,23.79010882
2517,28,174422940,165493184,26.43452116,26.08802146
2518,37,219362540,208758073,27.46989376,30.92829912
2519,47,269212574,256368009,31.19116674,37.32312891
2520,55,308821542,293874707,36.77895566,43.68452188
2521,59,324792046,308599179,43.01043376,48.67038058
2522,60,314115235,297678504,49.05247875,51.9317851
2523,59,286055111,269703058,54.6064776,54.02885709
2524,57,255948810,238911944,59.28433731,55.57385386
2525,56,236244506,217047838,62.03739048,56.43632567
2526,55,231050410,208552736,61.44943999,55.76531284
2527,54,236826071,211195455,56.78478515,52.81381161
2528,51,247592745,220442607,48.91776636,47.88118005
2529,49,260311159,233788002,40.35768029,42.60634689
2530,48,276110205,251561794,34.23228896,39.2831091
2531,50,296518152,273756900,32.72174387,39.52929893
2532,55,318450272,296161912,35.80009782,43.16122488
2533,60,333137117,310067766,41.12477762,48.11449837
2534,63,330884682,306863592,45.32466047,51.58740805
2535,62,308435967,284482053,45.9672708,51.69398546
2536,59,272981135,250485708,42.91951918,48.52332038
2537,54,238852145,218532532,38.25595133,43.95007871
2538,50,218608186,200034357,34.93742211,40.44225625
2539,48,215154359,197099751,35.21752628,39.7223383
2540,48,221011080,202213016,39.65253309,42.05258568
2541,50,224926813,204668782,47.03380618,46.37022023
2542,52,220196057,198466139,55.07131265,51.00293262
2543,53,208495786,185861967,61.41489297,54.50380048
2544,53,197508786,174934609,64.5405281,56.19641454
2545,54,195407783,174070520,64.14750546,56.22552605
2546,55,206413423,187440517,61.01067515,55.21274043
2547,56,229245581,213338381,56.51373272,53.83664189
2548,58,257749613,244873719,52.12171535,52.58206918
2549,59,282828510,272242467,48.91121131,51.64757019
2550,59,295931314,286583373,47.23785712,50.91761122
2551,58,293864441,284820669,46.69169664,50.04780066
2552,56,282255309,272800655,46.42439374,48.7354903
2553,53,273868249,263319463,45.68592976,47.01913263
2554,51,281020389,268611568,44.2364208,45.30898937
2555,50,306693265,291751549,42.38630484,44.07962821
2556,50,341216969,323475531,40.69993801,43.51997958
2557,51,367674814,347439167,39.65747747,43.50420416
2558,52,372372407,350432740,39.5543726,43.9096138
2559,53,352772332,330158635,40.569685,44.89025258
2560,55,317547565,295271382,42.64699554,46.67676418
2561,57,279786545,258644198,45.10120403,48.97812916
2562,60,249397848,229821927,46.47726846,50.66257081
2563,60,230255231,212165832,45.23408758,50.32701342
2564,59,222382048,205059943,40.95074826,47.46357787
2565,55,224663785,206805239,34.91729391,43.10453249
2566,53,234143894,214285965,29.34809438,39.13287997
2567,51,243383973,220664481,25.79565334,36.73470833
2568,50,241217093,216074230,24.17263382,35.40039984
2569,47,219112921,193387803,23.19848963,33.4292655
2570,40,178400902,154614990,21.74816408,29.50316488
2571,30,131311717,111462716,19.87250008,23.95794806
2572,20,94268862,78842124,18.75352482,18.74619888
2573,14,78864399,66584641,19.86770272,16.27368629
2574,13,87120307,75459452,24.11596921,18.10519996
2575,19,112802020,98889448,31.38385049,24.32874662
2576,30,145589613,127169639,40.53892093,33.64005734
2577,42,174561056,150784699,49.77213023,43.83371127
2578,53,190567156,162405076,57.21726145,52.49255169
2579,59,188844328,158847356,61.59136268,57.73478111
2580,61,171470020,142792423,62.46662797,58.7506373
2581,57,147207449,122276978,60.11584208,55.91945782
2582,51,127577082,107138259,55.32016468,50.60687048
2583,44,121359647,104433272,49.4075589,44.83781203
2584,41,131051769,115747034,44.23768737,40.80774509
2585,42,152980208,137573985,41.71018997,40.14724914
2586,48,180329800,163969014,42.90703869,43.2101938
2587,55,207027885,189775031,47.46628454,48.86946586
2588,62,230107954,212524948,53.62677696,54.97641367
2589,65,249141781,231854181,58.88677786,59.18632483
2590,64,263924680,247454493,60.95630485,59.79190347
2591,59,273639427,258405429,58.68273427,56.3808252
2592,52,279169654,265351654,52.6114094,50.1323662
2593,46,285984781,273178414,44.83094277,43.47027401
2594,43,303049263,290044717,38.01018751,38.98754562
2595,46,336684494,321778329,34.05693563,38.09447355
2596,51,384080230,365905140,33.19914646,40.23923505
2597,56,432653029,410995031,34.07502895,43.29725628
2598,59,466394881,442414832,34.70121349,44.88505588
2599,58,474043490,449793218,33.61451901,43.66877951
2600,53,453096366,430721138,30.56729872,39.87797418
2601,46,408411589,389502552,26.626159,34.96179706
2602,40,348460304,333745270,23.75068588,30.8080298
2603,36,282393139,271720726,23.90122206,28.89833738
2604,34,218812735,211332386,27.94585929,29.66402232
2605,33,165649840,160055775,35.05687922,32.37776612
2606,32,130180288,124833905,43.16399623,35.75644062
2607,31,118106015,110979723,50.15208439,38.86414691
2608,32,131198226,119900841,54.79105452,41.53585147
2609,35,164866787,147119138,56.78205704,44.01924598
2610,41,208497973,183032945,56.33266093,46.38795313
2611,47,249796786,217104719,54.00660401,48.42925547
2612,54,280286289,242577258,50.85664621,49.96869364
2613,59,297286223,257632587,48.17344886,50.99730633
2614,61,301176035,262427494,46.62052099,51.33240494
2615,60,291844538,255956641,45.53202775,50.32633514
2616,56,268644425,236590349,43.30411593,47.2191435
2617,49,233533413,205521477,38.74435524,41.95036007
2618,42,193312022,168975805,32.16894171,35.58318358
2619,37,158049364,136535260,25.23935101,29.79709898
2620,34,136717098,116847085,19.80092183,25.85980741
2621,33,133346566,114015569,16.88077197,24.01780804
2622,33,146132770,126822359,16.57451117,23.75798999
2623,33,169296874,150368396,18.4639766,24.47075581
2624,32,195625618,178174249,21.84419562,25.76171137
2625,31,218070488,203442421,25.70280128,27.28302929
2626,31,230807682,220042914,28.97566323,28.61001167
2627,30,230938828,224319543,31.18581656,29.50315128
2628,30,220395327,217189598,32.78514501,30.20040565
2629,30,206018443,204525021,34.62096352,31.23082828
2630,32,196797388,194765474,36.96961782,32.87585887
2631,34,199812256,195133438,39.20441199,34.92590002
2632,37,217556058,208941328,40.53189404,37.05372224
2633,41,248072282,235387656,41.05457232,39.38075752
2634,47,287277846,271332565,42.03191538,42.56705468
2635,54,331509770,313361153,44.97106693,47.23510248
2636,61,378251596,358456783,50.25022794,53.17217833
2637,67,424269300,402683888,56.4073766,58.97705655
2638,70,462741804,439100555,60.7526591,62.53026942
2639,69,482852799,457654814,60.97232402,62.09989827
2640,64,474296797,449171988,56.60271569,57.39992649
2641,55,434806569,411970005,49.30814218,49.87058009
2642,46,374750663,355924758,41.79764055,41.95793666
2643,39,313808547,299379489,36.19871977,35.85592358
2644,35,270812325,259747034,32.97869944,32.48995698
2645,34,253588690,244081638,31.00166525,31.29143496
2646,36,255790798,246158699,28.5574957,30.80320519
2647,37,262473227,251732896,24.67196017,29.70425825
2648,38,260112650,247989206,19.88368881,27.63587332
2649,37,244276616,230839547,16.01131369,25.35592486
2650,35,220439748,205768510,15.11417443,24.20516074
2651,34,198592652,182686451,18.39622276,25.32090581
2652,35,186526354,169347722,25.72529588,29.1093486
2653,38,186734405,168176899,35.85543903,35.17845052
2654,42,197808371,177575593,46.97173056,42.57840653
2655,48,217101144,194695299,57.18491276,50.08338141
2656,53,241451328,216413943,64.85832749,56.37993797
2657,57,266181569,238473965,68.80886159,60.21804947
2658,59,284935331,255195629,68.45477521,60.65272833
2659,56,291880207,261381876,63.97711322,57.40543375
2660,51,285264966,255580693,56.46397483,51.18148046
2661,43,269796262,242284439,47.82738037,43.65909025
2662,37,255527093,230817859,40.28798132,36.98252516
2663,33,252895117,230596266,35.55911712,32.92902995
2664,33,266592406,245398400,34.20396396,32.20889403
2665,36,292678853,270888849,35.57783811,34.32020489
2666,41,321323910,297540379,38.35066631,38.01723717
2667,47,342994881,316661209,41.23143584,42.04015601
2668,52,353168701,324715934,43.46094469,45.6007186
2669,56,352285935,322915307,44.86187556,48.34110063
2670,59,341870713,313186587,45.53828415,49.92800483
2671,59,320857273,294529233,45.53267422,49.77459163
2672,54,285903842,263356999,44.76987919,47.29500251
2673,46,235888271,217953489,43.36772109,42.57837584
2674,35,176506874,163122894,41.98340268,36.84058298
2675,25,120086748,110312671,41.70081261,32.05895932
2676,19,79891263,72364560,43.35590425,29.90793257
2677,17,63375325,56985763,46.8081085,30.80243868
2678,20,69562257,63878777,50.80766202,33.78306563
2679,24,91613420,86757365,53.63865781,37.25937413
2680,29,121545127,117616512,54.1588737,40.02562344
2681,35,153599615,150080932,52.61560471,41.90389069
2682,41,184952809,180510518,50.66349475,43.66052243
2683,46,214363883,207197111,50.35987581,46.23451916
2684,52,240160401,228721137,52.65002221,49.76394592
2685,55,259218060,242914372,56.50480503,53.17895892
2686,55,268087864,247565338,59.57186734,54.82486949
2687,53,265676370,242491987,59.93238753,53.72671407
2688,48,255274994,231143571,57.54284602,50.48179531
2689,44,244177631,220232092,54.2468025,47.04492977
2690,43,241017930,217484205,52.47219671,45.57484216
2691,45,252054244,228462138,53.6580218,47.17025748
2692,50,277606146,253351604,57.46417356,51.29163464
2693,55,310190877,285087764,62.19299397,56.17100847
2694,59,336451579,310934658,66.06436627,59.9331203
2695,61,343500609,318378015,68.39770798,61.70745085
2696,60,326555839,302531188,69.78377761,61.96043147
2697,58,292408221,269740094,71.1561279,61.8311098
2698,57,255778095,234276272,72.66811464,62.08268441
2699,58,231101895,210357403,73.42422188,62.57710527
2700,59,225330474,204957529,72.22377534,62.58968076
2701,60,235698809,215489513,68.52115464,61.46623649
2702,61,252871640,232883760,62.75611875,58.97833398
2703,60,267192988,247744237,55.96567271,55.27522882
2704,57,274255907,255739398,49.25314007,50.78356318
2705,53,276141766,258702739,43.59568764,46.24279476
2706,49,277759448,261069411,39.86728292,42.64691254
2707,47,282068547,265410524,38.66410165,40.86549592
2708,46,288801258,271406218,39.9096204,41.16300147
2709,47,297004605,278363849,42.7053438,43.07327914
2710,50,307266115,287235559,45.74746152,45.74592213
2711,53,320464491,299229934,48.00216343,48.41099553
2712,57,334966977,313028788,49.04939746,50.60501311
2713,60,346588777,324785250,48.91502722,52.15933261
2714,64,352147435,331590248,47.75250402,53.1264717
2715,67,352786676,334582915,45.76991648,53.69424217
